Label,Pulgar,Indice,Corazon,Anular,Mennique,Pulgar_std,Indice_std,Corazon_std,Anular_std,Mennique_std,Pitch_median,Roll_median,Pitch_range,Roll_range,A_mag_mean,A_mag_std,G_mag_mean,G_mag_std
J,2845.6,2688.1,2715.5,2902.9,3682.5,11.577564510725043,9.782126558167198,2.4186773244895647,12.80195297601112,4.883646178829912,-0.7385440118814187,0.05187548144241952,0.7003855080535896,5.520014853303665,1.3087112041481235,0.2867838631045499,123.15579791980835,23.550032244889383
J,2839.9,2669.4,2700.0,2879.6,3682.6,4.414748010928823,7.6446059414465575,5.813776741499453,6.606057825965498,2.727636339397171,-0.6830668090905858,0.5541952195051015,0.2655951890102447,6.1088002719425285,1.39381674645001,0.25478398166978306,154.722091417454,20.324705592185182
J,2841.0,2675.3,2703.6,2879.8,3677.8,3.4641016151377544,6.165225056719341,5.276362383309167,5.287721626560914,4.955804677345547,-0.6793100472747795,0.40675160542895206,0.5987401850749178,5.580630619040582,1.3108302888532968,0.25166238063084206,131.2400803009423,26.35930922088467
J,2839.9,2674.1,2703.8,2875.7,3680.5,1.2206555615733703,15.39772710499832,3.6000000000000005,5.197114584074513,5.608029957123981,-0.6796166231861627,0.30418589831104736,0.2966980075152206,5.806590214549855,1.322367017405289,0.25399895920778887,128.6948553322102,23.97542994445546
J,2842.3,2672.4,2699.1,2876.5,3680.1,3.7696153649941526,3.6660605559646715,3.7000000000000006,3.9812058474788765,1.6401219466856725,-0.731904860963751,0.27788132151994616,0.7761175970599444,6.02825485037882,1.300272943106978,0.274244915037485,120.04837763010353,34.67829462906235
J,2839.6,2668.0,2699.6,2878.3,3677.8,1.624807680927192,7.848566748139434,3.8262252939417984,7.2532751223154355,7.35934779718964,-0.8903397777039572,1.2331830193738988,0.8561411388056179,5.63583048492322,1.1941226189130512,0.23205855080180907,101.56333217338991,32.883841743897015
J,2839.9,2667.2,2699.6,2875.9,3673.9,2.5865034312755126,2.993325909419153,3.773592452822642,2.2561028345356955,4.635730794599704,-0.8121405336320081,0.49139686162366447,0.5938395619501388,5.658303412048678,1.225394691417976,0.2890464499775832,116.71564246562147,34.0499549755534
J,2838.7,2668.6,2699.3,2876.1,3675.7,2.282542442102666,4.386342439892262,2.0518284528683193,4.414748010928823,4.648655719667784,-0.9199371643316376,0.4296641859844231,0.5967766876640025,5.573447218483352,1.1838262930160366,0.2357865729084434,110.40264764722133,21.37248798066101
J,2837.1,2669.9,2697.4,2874.1,3679.6,3.4481879299133333,6.847627326307997,2.8,2.913760456866693,1.5620499351813308,-0.8150229115134416,0.6547808491389031,0.31143003981072837,5.803922381614463,1.2545961596643345,0.268381214237331,126.20202215056145,21.136763591174418
J,2838.7,2667.5,2699.2,2872.7,3675.6,2.1,3.9560080889704965,3.815756805667783,6.083584469702052,4.983974317750844,-0.8335668131746317,0.4021952908142033,0.6487795353216498,5.295417314654036,1.2346372965688395,0.22779540364368073,113.23235619296679,27.394021446094637
J,2838.5,2667.2,2699.6,2876.4,3677.0,3.0413812651491097,4.874423042781576,4.5431266766402185,6.135144660071187,6.557438524302,-0.7715067712440571,0.7083831997112334,0.37395294971921944,5.559435298056581,1.2667331095631713,0.2541991918484768,123.14538904519165,15.748374103646025
J,2838.1,2667.8,2698.2,2870.9,3675.4,2.947880594596735,4.019950248448356,6.289674077406554,2.808914381037628,5.535341001239219,-0.7950708651565775,0.7123189671742174,0.2851864573739149,5.389191394719585,1.2529065733725724,0.2314629957461854,120.37624081646706,16.55999990627794
J,2831.0,2664.1,2695.9,2878.5,3675.0,9.338094023943002,7.422263805605404,7.034912934784623,9.468368391650168,7.113367697511496,-0.8157587621940847,0.433555731916867,0.26695684977650513,5.578737283717958,1.2792273653728103,0.25878050096817395,125.60869792728155,18.330051691496593
J,2842.7,2670.9,2702.2,2877.4,3670.3,2.8653097563788807,7.381734213584231,7.054076835419359,8.697125962063561,2.6476404589747453,-0.864248132118123,0.4595736879519175,0.5884686107289339,5.476147365138964,1.2263390749273835,0.2674555538893319,100.32796361243716,24.863976700871614
J,2840.2,2671.0,2697.0,2873.7,3671.4,2.4819347291981715,8.449852069711044,8.087026647662292,3.1320919526731648,6.019966777316966,-0.8378079151365906,0.8561590130848793,0.5715450340929155,5.478181812924934,1.2182856376998,0.25750748527837286,108.46924734665649,21.580250694786965
J,2841.3,2668.1,2700.2,2876.4,3671.8,2.685144316419511,2.3430749027719964,3.340658617698013,5.71314274283428,2.993325909419153,-0.8322043550276551,0.6138331395728287,0.5352340404080129,5.444613355646199,1.2112881745060426,0.23272507020477903,111.35388328027975,24.412017704438764
J,2841.4,2667.9,2697.2,2872.5,3674.5,5.0635955604688645,4.825971404805461,2.4819347291981715,5.766281297335398,5.181698563212646,-0.8137076552671989,0.4159565596245012,0.5675036778557045,5.996912153181932,1.2260838144326154,0.25467328086465546,118.6554419435899,23.485165896185823
