Label,Pulgar,Indice,Corazon,Anular,Mennique,Pulgar_std,Indice_std,Corazon_std,Anular_std,Mennique_std,Pitch_median,Roll_median,Pitch_range,Roll_range,A_mag_mean,A_mag_std,G_mag_mean,G_mag_std
A,2787.4,2643.7,2672.1,2891.5,3756.0,5.370288632839021,5.933801479658718,10.72800074571213,6.974955196988724,5.674504383644443,-1.2147540134436838,-3.079173843593836,0.023257978237267,0.0618678458643797,0.9530303372212598,0.004814180712421,4.269468531028034,2.46345254928146
A,2782.4,2642.4,2670.2,2883.2,3753.9,4.054626986542659,5.370288632839022,7.039886362719216,7.730459236035075,6.818357573492315,-1.2163277395968135,-3.050932766389048,0.0232087499694415,0.0916156052914116,0.9554232282563864,0.0051434334976433,6.8360187776371175,1.279885647936068
A,2780.9,2638.6,2667.0,2882.4,3754.7,5.6471231613982,5.817215828899594,10.10940156488009,7.2,2.7946377224964243,-1.2254848915654142,-3.0466173754192054,0.0208323528692564,0.0619361845508041,0.9508359588077424,0.0045803316649623,7.143925608427106,1.670816238028407
A,2786.3,2634.2,2668.8,2878.3,3757.2,6.403905058634146,7.318469785412795,4.791659420284375,9.980480950335007,3.919183588453085,-1.3696401225724897,-3.0338255736377286,0.0507004201347673,0.1447706099132397,0.9562947579640744,0.0070947790967914,7.361770054327293,1.8248264759176165
A,2785.2,2638.0,2666.9,2877.3,3756.0,4.445222154178573,16.57709262808168,6.378871373526825,7.836453279386027,3.0,-1.4017896191974573,-2.9433720119805726,0.0752715793080875,0.2995838240273718,0.959879796235082,0.0100387638530465,4.401684226730675,2.3380581618408
A,2779.5,2636.5,2666.6,2882.4,3755.5,6.037383539249433,9.113177272499422,4.63033476111609,15.628179676469042,4.006245124802026,-1.4251702575140606,-2.8063318745995187,0.1653251596767233,0.2278570487170998,0.9598885452987648,0.0124088921431927,8.189319428500548,5.24655003768986
A,2784.1,2638.3,2664.2,2879.9,3755.3,6.833008122342604,12.19877042984251,3.682390527904394,7.422263805605403,4.583666654546336,-1.3622610386981706,-2.8960592056697982,0.1041839523292698,0.2168736156664081,0.9549644837402068,0.0057301653379632,11.177023249896791,2.4356726527320056
A,2798.1,2653.1,2678.4,2889.6,3765.0,4.459820624195552,10.765221781273253,7.017121917139534,9.8812954616285,4.358898943540674,-1.2201014215903696,-2.9737329645883785,0.0437913285641389,0.1626637695011714,0.9507801519538812,0.0052060206064674,6.640667132229825,1.725879497219461
A,2800.1,2642.1,2675.1,2891.1,3760.1,4.90815647672321,6.803675477269621,3.9862262855989496,4.846648326421054,7.942921376924237,-1.2196793085249662,-2.997873852431132,0.0726931756491064,0.1443591462988611,0.9538550481792748,0.0114257193608665,8.365307104550466,2.71402966943206
A,2828.3,2635.5,2666.5,2890.5,3757.1,7.335529974037324,16.25576820700886,3.584689665786984,9.113177272499422,3.1448370387032774,-1.1984897660273983,-2.997637997432073,0.0414579691523691,0.0640149778343439,0.9494528265227672,0.00439661323387,7.542198017125449,1.1344421847185262
